Title, Link, Topic, meta (intro|tutorial|paper), rating (high|med|low), date_read (mm/dd/yyyy), notes/desc
Standford CS224n: Natural Language Processing with Deep Learning, Word Embeddings, https://web.stanford.edu/class/archive/cs/cs224n/cs224n.1214/readings/cs224n-2019-notes02-wordvecs2.pdf, paper/class notes, medium, 11/03/2022, "Stanford part 2 lecture notes for word vectors"
